"Function","Effective Time","Spin Time","Overhead Time","CPU Time: Self","Module","Function (Full)","Source File","Start Address"
"func@0x180696560","0.0121943","0.0127816","0","0.0121943","jvm.dll","func@0x180696560","[Unknown]","0x180696560"
"func@0x1800bd9d0","0.0121641","0","0","0.0121641","jvm.dll","func@0x1800bd9d0","[Unknown]","0x1800bd9d0"
"func@0x1806290e0","0.0120988","0","0","0.0120988","jvm.dll","func@0x1806290e0","[Unknown]","0x1806290e0"
"func@0x180215280","0.0146694","0","0","0.0120654","jvm.dll","func@0x180215280","[Unknown]","0x180215280"
"func@0x180606350","0.0119608","0","0","0.0119608","jvm.dll","func@0x180606350","[Unknown]","0x180606350"
"func@0x18055bff0","0.0335657","0","0","0.0118643","jvm.dll","func@0x18055bff0","[Unknown]","0x18055bff0"
"func@0x18069a7d0","0.0114276","0","0","0.0114276","jvm.dll","func@0x18069a7d0","[Unknown]","0x18069a7d0"
"func@0x18055dbb0","0.0114011","0","0","0.0114011","jvm.dll","func@0x18055dbb0","[Unknown]","0x18055dbb0"
"func@0x18055f600","0.0217014","0","0","0.0103003","jvm.dll","func@0x18055f600","[Unknown]","0x18055f600"
"func@0x1806a7530","0.00942605","0","0","0.00942605","jvm.dll","func@0x1806a7530","[Unknown]","0x1806a7530"
"WriteFile","0.00527426","0","0","0.00527426","KERNELBASE.dll","WriteFile","[Unknown]","0x180026c70"
"SetFilePointerEx","0.00472868","0","0","0.00472868","KERNELBASE.dll","SetFilePointerEx","[Unknown]","0x180068890"
"func@0x180351ce0","0.00429778","0","0","0.00429778","jvm.dll","func@0x180351ce0","[Unknown]","0x180351ce0"
"func@0x180210560","0.00339238","0","0","0.00339238","jvm.dll","func@0x180210560","[Unknown]","0x180210560"
"func@0x1800b7e10","0.00328989","0","0","0.00328989","jvm.dll","func@0x1800b7e10","[Unknown]","0x1800b7e10"
"func@0x18003cff0","0.00316379","0","0","0.00316379","ntdll.dll","func@0x18003cff0","[Unknown]","0x18003cff0"
"func@0x180134b70","0.00288226","0","0","0.00288226","jvm.dll","func@0x180134b70","[Unknown]","0x180134b70"
"func@0x18006ba70","0.00260394","0","0","0.00260394","jvm.dll","func@0x18006ba70","[Unknown]","0x18006ba70"
"func@0x1804afe90","0","0.00244574","0","0.00244574","jvm.dll","func@0x1804afe90","[Unknown]","0x1804afe90"
"func@0x1802c2700","0.00236482","0","0","0.00236482","jvm.dll","func@0x1802c2700","[Unknown]","0x1802c2700"
"func@0x1801cbfd0","0.00121363","0","0","0.00121363","jvm.dll","func@0x1801cbfd0","[Unknown]","0x1801cbfd0"
"NtQueryInformationThread","4.30329e-05","0","0","4.30329e-05","ntdll.dll","NtQueryInformationThread","[Unknown]","0x18009f800"
"SleepConditionVariableCS","0.199388","0","0","2.57407e-05","KERNELBASE.dll","SleepConditionVariableCS","[Unknown]","0x180073160"
"RtlSleepConditionVariableCS","0.199362","0","0","2.3773e-05","ntdll.dll","RtlSleepConditionVariableCS","[Unknown]","0x180068c30"
"func@0x18061df50","2.27647e-05","0","0","2.27647e-05","jvm.dll","func@0x18061df50","[Unknown]","0x18061df50"
"func@0x18061e1b0","0.0567255","0","0","0","jvm.dll","func@0x18061e1b0","[Unknown]","0x18061e1b0"
"WaitForSingleObjectEx","0","0.0558693","0","0","KERNELBASE.dll","WaitForSingleObjectEx","[Unknown]","0x1800348f0"
"func@0x1802134d0","0.0486697","0","0","0","jvm.dll","func@0x1802134d0","[Unknown]","0x1802134d0"
"func@0x1802138c0","0.0480945","0","0","0","jvm.dll","func@0x1802138c0","[Unknown]","0x1802138c0"
"func@0x18055abe0","0.0475237","0","0","0","jvm.dll","func@0x18055abe0","[Unknown]","0x18055abe0"
"func@0x180672c60","0.0466317","0","0","0","jvm.dll","func@0x180672c60","[Unknown]","0x180672c60"
"java::lang::AbstractStringBuilder::append","0.0449598","0","0","0","[Compiled Java code]","java::lang::AbstractStringBuilder::append(char[], int, int)","AbstractStringBuilder.java","0x1303d674cc0"
"func@0x1801b3d20","0.0433418","0","0","0","jvm.dll","func@0x1801b3d20","[Unknown]","0x1801b3d20"
"func@0x18055bd80","0.0335657","0","0","0","jvm.dll","func@0x18055bd80","[Unknown]","0x18055bd80"
"func@0x1806ab610","0","0.0324938","0","0","jvm.dll","func@0x1806ab610","[Unknown]","0x1806ab610"
"func@0x1808132f0","0","0.0324938","0","0","jvm.dll","func@0x1808132f0","[Unknown]","0x1808132f0"
"func@0x1806a8f30","0","0.0324938","0","0","jvm.dll","func@0x1806a8f30","[Unknown]","0x1806a8f30"
"func@0x1807c6430","0.0318292","0","0","0","jvm.dll","func@0x1807c6430","[Unknown]","0x1807c6430"
"func@0x1800bd7f0","0.0303872","0.000857374","0","0","jvm.dll","func@0x1800bd7f0","[Unknown]","0x1800bd7f0"
"func@0x1800bdd40","0.0303872","0","0","0","jvm.dll","func@0x1800bdd40","[Unknown]","0x1800bdd40"
"func@0x180039110","0.0303872","0","0","0","ntdll.dll","func@0x180039110","[Unknown]","0x180039110"
